card_id,customer_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
C09619,2531,Visa,Credit,4813********8325,2028-11-01,493,Yes,2,"10,000",2020-04-04,2018,No
C11371,1123,Visa,Credit,4592********3504,2030-01-01,260,Yes,2,"5,000",2012-08-07,2018,No
C03457,130,Visa,Debit,5998********6485,2026-07-01,403,Yes,4,"10,000",2019-09-09,2023,No
C10470,1957,Visa,Credit,4409********1473,2027-04-01,473,Yes,4,"10,000",2021-05-18,2023,No
C11469,2608,Visa,Credit,5427********2578,2027-10-01,668,Yes,4,"5,000",2015-07-19,2021,No
C09593,2358,Visa,Debit,4608********7691,2026-10-01,612,Yes,2,"10,000",2018-10-03,2021,No
C10418,1170,Mastercard,Debit,5783********7038,2025-07-01,473,Yes,3,"5,000",2020-09-27,2022,No
C06714,1200,Visa,Credit,4035********6096,2025-07-01,766,Yes,1,"5,000",2012-05-11,2023,No
C08529,2107,Mastercard,Credit,4043********8298,2030-01-01,333,Yes,3,"10,000",2020-08-22,2022,No
C10417,2905,American Express,Credit,5585********3316,2027-12-01,924,Yes,4,"15,000",2013-11-25,2020,No
C04706,2519,Mastercard,Credit,5891********3589,2025-06-01,223,Yes,3,"15,000",2011-05-19,2020,No
C08929,2140,Visa,Credit,5327********3629,2027-09-01,650,No,1,"15,000",2010-11-25,2019,No
C10988,2455,American Express,Debit,4084********7219,2026-12-01,777,Yes,3,"25,000",2018-04-21,2020,Yes
C11356,2582,Mastercard,Debit,5713********8373,2028-11-01,757,Yes,2,"5,000",2012-12-06,2020,No
C07084,2135,Mastercard,Credit,4341********7032,2027-05-01,144,Yes,4,"10,000",2017-09-15,2022,No
C00251,432,Visa,Credit,4983********9172,2026-04-01,507,Yes,2,"10,000",2015-01-13,2023,No
C05477,1364,Mastercard,Credit,4116********1542,2027-06-01,942,No,2,"10,000",2023-09-02,2020,No
C02264,2667,Visa,Credit,4247********3285,2028-07-01,141,Yes,4,"5,000",2021-07-27,2019,No
C02480,1456,American Express,Debit,4289********1797,2026-03-01,494,Yes,1,"10,000",2017-06-22,2018,No
C03789,2131,American Express,Credit,5961********9458,2025-11-01,284,Yes,1,"10,000",2016-05-14,2022,No
C08730,1732,Visa,Credit,4479********6243,2028-01-01,624,Yes,2,"25,000",2013-04-13,2020,No
C11399,902,Visa,Credit,4152********8709,2030-05-01,647,Yes,2,"25,000",2011-11-17,2018,Yes
C05164,1201,Visa,Credit,5432********6656,2030-03-01,578,Yes,1,"20,000",2014-03-04,2023,No
C10292,1243,Mastercard,Debit,4453********6677,2026-10-01,754,Yes,4,"5,000",2019-10-06,2023,No
C05993,192,Visa,Credit,4101********7390,2028-02-01,825,Yes,2,"15,000",2016-10-25,2021,No
C06048,837,Mastercard,Credit,4973********8198,2025-11-01,333,Yes,1,"15,000",2011-05-13,2023,No
C08267,587,Mastercard,Credit,5638********3291,2025-04-01,421,Yes,2,"20,000",2015-12-11,2022,No
C00852,1871,Mastercard,Credit,4485********5092,2029-03-01,985,Yes,2,"25,000",2019-08-21,2021,No
C03257,2357,Mastercard,Debit,5059********1024,2028-07-01,873,Yes,4,"20,000",2017-11-11,2018,No
C08244,944,Visa,Credit,5919********6464,2028-07-01,420,Yes,2,"15,000",2017-01-28,2019,No
C07074,1521,Mastercard,Credit,5399********6783,2027-08-01,524,Yes,2,"5,000",2017-06-27,2018,No
C09917,825,Visa,Credit,5908********8691,2025-04-01,342,No,4,"15,000",2017-03-22,2019,No
C10966,1928,Visa,Debit,4667********4273,2026-12-01,151,Yes,2,"25,000",2014-09-12,2021,No
C00983,1508,Visa,Credit,4256********1471,2027-04-01,492,No,1,"15,000",2012-10-04,2018,No
C02380,2372,Mastercard,Debit,5463********9055,2029-03-01,305,Yes,4,"25,000",2011-09-03,2018,No
C05991,2349,American Express,Credit,5225********2432,2028-07-01,158,Yes,3,"25,000",2017-12-23,2020,No
C06557,446,Mastercard,Credit,5692********4581,2028-01-01,624,No,2,"15,000",2018-11-05,2021,No
C04383,2560,Mastercard,Debit,4608********1319,2026-02-01,197,Yes,3,"15,000",2020-02-21,2018,No
C04620,2665,Visa,Credit,5468********5186,2026-10-01,371,Yes,2,"10,000",2021-08-11,2023,No
C07971,1997,Visa,Credit,5412********8349,2030-04-01,475,Yes,3,"10,000",2016-10-26,2021,No
C09194,858,Visa,Credit,4967********1264,2028-11-01,922,Yes,1,"20,000",2012-06-10,2022,No
C11255,654,Visa,Credit,4843********9830,2025-04-01,291,Yes,1,"10,000",2020-04-01,2019,No
C02361,1550,Visa,Credit,4169********8614,2026-05-01,958,Yes,4,"20,000",2014-05-28,2019,No
C08219,1283,Visa,Credit,5600********3644,2025-01-01,797,Yes,3,"10,000",2022-11-02,2018,No
C09694,2970,Mastercard,Debit,4885********8528,2026-10-01,553,Yes,2,"25,000",2019-01-03,2020,No
C11079,845,American Express,Credit,4403********9744,2029-09-01,370,Yes,1,"25,000",2022-09-12,2022,No
C08100,1628,Mastercard,Debit,5485********4485,2026-06-01,763,Yes,3,"20,000",2014-03-19,2021,Yes
C09582,1082,Visa,Credit,4800********8326,2026-10-01,853,Yes,1,"5,000",2010-10-23,2020,No
C06552,1946,American Express,Debit,4674********3460,2026-04-01,502,Yes,1,"25,000",2016-07-13,2018,No
C10578,233,Visa,Debit,4699********6893,2030-12-01,343,Yes,1,"20,000",2013-02-03,2022,Yes
C01100,2864,Mastercard,Credit,5987********5380,2026-03-01,900,Yes,3,"20,000",2010-12-06,2022,No
C04171,1727,Mastercard,Credit,5996********2614,2027-06-01,757,Yes,1,"5,000",2023-11-22,2018,No
C04355,1585,American Express,Credit,4505********4415,2028-09-01,478,Yes,1,"5,000",2017-11-09,2020,No
C01539,2220,American Express,Credit,4264********7509,2029-02-01,396,Yes,1,"10,000",2023-09-08,2021,No
C06429,1800,Visa,Debit,5015********1090,2026-08-01,261,Yes,4,"15,000",2020-12-28,2020,No
C03488,1173,Visa,Credit,5724********7147,2025-11-01,641,Yes,2,"5,000",2014-09-13,2018,No
C11318,2307,Visa,Debit,4585********4320,2025-07-01,836,Yes,2,"15,000",2013-10-13,2023,No
C09638,987,Mastercard,Credit,4799********2433,2030-04-01,591,Yes,3,"5,000",2023-02-14,2019,No
C04837,909,Mastercard,Credit,5548********6705,2029-01-01,692,Yes,1,"10,000",2013-03-20,2023,No
C05781,1265,American Express,Credit,4594********1258,2027-05-01,555,Yes,3,"15,000",2023-04-18,2019,No
C07918,103,Mastercard,Debit,5635********7111,2025-08-01,489,Yes,2,"5,000",2014-11-16,2022,No
C09769,777,American Express,Credit,5164********9107,2030-06-01,590,Yes,1,"15,000",2016-09-26,2020,No
C03644,1185,Mastercard,Credit,4206********3394,2029-02-01,841,Yes,4,"5,000",2015-10-04,2019,No
C09147,2394,Mastercard,Credit,4167********6807,2025-03-01,589,Yes,2,"15,000",2022-07-07,2021,No
C04554,898,Mastercard,Credit,5955********3311,2026-08-01,189,Yes,4,"10,000",2015-12-01,2022,No
C08375,72,Visa,Credit,4431********8430,2029-07-01,204,No,2,"20,000",2015-01-05,2022,No
C02307,1916,Visa,Credit,4516********1205,2025-03-01,409,Yes,1,"20,000",2016-12-03,2023,No
C07804,1257,Visa,Credit,5000********9985,2026-02-01,687,Yes,2,"5,000",2016-01-02,2021,Yes
C04080,2166,Visa,Credit,5933********1898,2030-08-01,792,Yes,1,"15,000",2022-05-05,2023,No
C07030,825,Visa,Credit,4010********4474,2029-12-01,106,Yes,4,"10,000",2016-01-14,2018,No
C00270,637,Mastercard,Debit,4264********2610,2030-10-01,746,Yes,1,"10,000",2018-04-18,2021,No
C04909,2219,Mastercard,Credit,5681********9432,2025-07-01,864,Yes,1,"10,000",2011-01-03,2018,No
C08813,324,Mastercard,Credit,5980********1970,2029-09-01,632,Yes,4,"20,000",2010-10-12,2022,No
C02399,1946,Mastercard,Credit,4531********5956,2026-04-01,530,Yes,4,"20,000",2019-02-22,2020,Yes
C09955,2931,Visa,Credit,4367********1449,2029-04-01,525,Yes,3,"10,000",2013-06-18,2018,Yes
C02550,685,Mastercard,Credit,5147********6814,2028-02-01,635,Yes,4,"5,000",2015-12-13,2019,No
C05297,2573,Mastercard,Credit,4812********8281,2025-04-01,703,Yes,3,"15,000",2023-02-09,2021,No
C07606,2461,American Express,Debit,5321********8441,2027-08-01,536,Yes,2,"10,000",2017-09-07,2021,No
C00838,331,Visa,Credit,4359********6232,2025-12-01,712,Yes,3,"10,000",2017-07-17,2023,No
C11758,310,Mastercard,Credit,5976********4175,2026-04-01,675,Yes,1,"15,000",2010-11-04,2020,No
C01781,1403,Mastercard,Debit,4350********4497,2027-10-01,768,Yes,1,"10,000",2021-01-13,2021,No
C00180,1818,Visa,Debit,5591********4739,2030-07-01,821,Yes,4,"25,000",2013-10-25,2022,No
C09750,702,Visa,Debit,4906********8142,2026-08-01,354,Yes,1,"20,000",2013-05-22,2019,No
C06769,1266,Visa,Debit,5443********6143,2025-11-01,285,Yes,2,"20,000",2020-01-25,2022,No
C10488,2086,Mastercard,Credit,4904********2150,2028-05-01,812,Yes,2,"5,000",2017-04-07,2020,No
C01477,2305,Visa,Debit,4339********2282,2025-07-01,632,Yes,4,"5,000",2010-11-13,2022,No
C07870,1086,Visa,Debit,4255********8388,2030-03-01,542,No,4,"20,000",2010-01-13,2018,No
C07456,638,Mastercard,Credit,5983********2744,2028-08-01,540,Yes,3,"15,000",2012-05-27,2023,No
C00465,1400,Visa,Credit,4245********8512,2027-03-01,384,Yes,4,"15,000",2016-11-13,2023,No
C09291,1644,American Express,Credit,4164********1993,2026-06-01,201,Yes,2,"15,000",2010-04-06,2020,No
C08294,2217,Visa,Debit,5526********3197,2028-06-01,405,Yes,4,"10,000",2013-01-20,2019,No
C00511,381,Visa,Debit,4971********9479,2028-12-01,307,Yes,3,"5,000",2023-08-28,2021,No
C06435,1654,American Express,Credit,5453********3986,2029-04-01,829,Yes,3,"5,000",2017-04-17,2020,Yes
C06034,1106,Visa,Credit,5135********6121,2030-06-01,255,Yes,1,"10,000",2019-08-13,2022,No
C01572,1966,Mastercard,Credit,5816********9174,2028-08-01,451,Yes,2,"20,000",2018-03-05,2019,No
C07827,137,Visa,Credit,5833********2128,2025-12-01,360,Yes,2,"10,000",2015-06-11,2019,No
C10363,1528,Visa,Credit,5460********1804,2027-09-01,111,Yes,4,"10,000",2020-04-18,2019,No
C05785,316,Mastercard,Credit,4048********8137,2025-05-01,406,Yes,3,"20,000",2015-11-18,2023,Yes
C04526,2858,Mastercard,Credit,5528********2164,2028-08-01,231,Yes,3,"20,000",2011-05-27,2021,Yes
C01145,2428,Mastercard,Credit,5958********1540,2029-06-01,705,No,3,"20,000",2010-01-01,2023,No
C06376,1201,Mastercard,Debit,4940********1965,2027-04-01,685,Yes,1,"20,000",2021-10-15,2022,No
C07775,2670,Mastercard,Credit,4435********3059,2026-06-01,552,Yes,1,"15,000",2017-09-10,2019,Yes
C07191,2524,Mastercard,Credit,5137********1367,2025-06-01,964,Yes,2,"15,000",2021-10-20,2021,No
C00462,2650,Visa,Debit,5538********1530,2025-02-01,571,Yes,2,"15,000",2013-02-01,2018,No
C11931,2898,Visa,Debit,5041********4085,2026-03-01,666,Yes,3,"5,000",2010-02-24,2018,No
C10829,2658,Visa,Credit,4864********9999,2028-06-01,911,Yes,2,"15,000",2022-03-02,2018,No
C07095,469,Visa,Credit,5113********2699,2028-08-01,101,Yes,2,"10,000",2012-05-03,2021,No
C04824,833,Mastercard,Credit,5571********6760,2029-12-01,490,Yes,3,"15,000",2017-11-04,2022,No
C11121,1614,American Express,Credit,4522********5652,2025-11-01,682,Yes,3,"15,000",2021-10-17,2018,No
C08391,72,Mastercard,Debit,4680********7599,2026-04-01,793,Yes,2,"5,000",2012-01-02,2019,No
C06281,2632,Mastercard,Debit,5417********3347,2027-03-01,956,Yes,2,"10,000",2020-06-25,2019,No
C11634,2143,Mastercard,Debit,4176********7737,2028-10-01,727,Yes,1,"10,000",2023-08-17,2021,No
C08213,849,Mastercard,Credit,5315********2400,2025-09-01,694,No,1,"5,000",2013-12-20,2023,No
C08352,1242,Visa,Debit,4515********7774,2029-07-01,513,Yes,3,"20,000",2022-10-16,2021,No
C02370,2341,Visa,Credit,4524********3729,2030-12-01,298,Yes,2,"20,000",2014-06-23,2022,No
C00300,75,Mastercard,Credit,5086********1410,2025-11-01,725,Yes,1,"10,000",2023-01-05,2021,Yes
C11737,1083,Mastercard,Credit,4946********5542,2030-07-01,168,Yes,4,"10,000",2015-02-18,2019,Yes
C02507,1428,Mastercard,Credit,4186********6423,2030-05-01,723,Yes,1,"15,000",2021-03-09,2018,No
C09552,997,Mastercard,Credit,4722********7242,2027-09-01,197,Yes,4,"25,000",2022-04-03,2018,No
C02715,1138,Mastercard,Debit,4292********6925,2025-01-01,383,Yes,1,"20,000",2019-12-14,2023,No
C10256,505,Visa,Credit,5224********4642,2025-09-01,954,No,4,"20,000",2017-05-10,2023,No
C10542,719,Mastercard,Credit,5831********5336,2028-08-01,883,Yes,2,"20,000",2010-02-24,2019,No
C09697,413,American Express,Debit,5654********3507,2030-04-01,487,Yes,1,"20,000",2016-02-04,2019,No
C09575,1677,Mastercard,Credit,5070********9014,2027-01-01,329,Yes,2,"5,000",2018-05-12,2018,No
C11841,1901,American Express,Credit,4172********4052,2026-06-01,177,Yes,2,"5,000",2022-04-24,2018,No
C02067,631,Visa,Credit,4456********1958,2028-10-01,339,Yes,1,"5,000",2022-02-05,2018,No
C10842,2115,Mastercard,Debit,5159********9918,2025-01-01,713,Yes,4,"10,000",2017-06-22,2018,No
C09765,723,Visa,Credit,5748********6715,2025-11-01,358,No,2,"10,000",2011-11-23,2020,No
C05818,468,Mastercard,Credit,5791********3969,2027-05-01,309,Yes,4,"15,000",2016-10-25,2021,No
C09655,2005,Mastercard,Credit,5298********9408,2027-10-01,309,Yes,4,"15,000",2012-04-01,2020,No
C02136,557,Visa,Credit,4561********3931,2029-01-01,749,Yes,2,"15,000",2018-02-23,2023,No
C05281,1088,Visa,Credit,4178********3989,2029-07-01,796,Yes,2,"20,000",2011-02-24,2018,No
C11938,797,American Express,Credit,5562********5128,2026-07-01,371,Yes,3,"10,000",2013-11-15,2019,No
C09137,2738,Visa,Debit,5131********4977,2030-06-01,780,No,4,"10,000",2017-05-12,2019,No
C03377,758,Mastercard,Credit,5455********8068,2027-12-01,847,Yes,3,"20,000",2021-07-04,2020,No
C08586,2768,American Express,Debit,5444********9538,2030-12-01,457,Yes,3,"20,000",2022-03-07,2023,No
C00352,768,Mastercard,Debit,5575********2628,2028-04-01,723,No,1,"15,000",2015-04-19,2019,No
C06978,2462,Mastercard,Credit,5760********7316,2028-09-01,171,No,2,"5,000",2020-06-19,2023,No
C06215,351,Visa,Debit,5501********4350,2029-10-01,354,Yes,2,"5,000",2017-11-22,2021,No
C00984,1324,Visa,Debit,4169********4050,2026-12-01,470,Yes,3,"20,000",2020-01-22,2023,No
C03907,892,Mastercard,Debit,5363********3111,2028-05-01,812,Yes,3,"15,000",2016-08-14,2020,No
C07927,834,Mastercard,Debit,5397********1697,2026-11-01,607,Yes,1,"20,000",2013-12-27,2022,No
C11724,2319,Visa,Credit,4776********1394,2030-07-01,583,Yes,1,"10,000",2020-01-26,2023,No
C00039,2050,Mastercard,Credit,5816********4026,2029-04-01,992,Yes,4,"15,000",2012-11-16,2021,No
C11178,208,Visa,Credit,5660********9888,2030-05-01,800,No,4,"5,000",2016-12-03,2018,No
C09316,42,Mastercard,Credit,4803********8423,2026-02-01,575,Yes,2,"5,000",2022-11-17,2018,No
C09691,2879,Visa,Debit,5214********2658,2028-07-01,536,Yes,3,"15,000",2023-11-06,2022,Yes
C00513,2960,Mastercard,Credit,4952********5771,2030-10-01,631,No,1,"25,000",2010-05-27,2022,No
C03758,2595,Visa,Credit,5857********9048,2029-06-01,283,Yes,4,"15,000",2016-11-18,2021,Yes
C04772,2061,Mastercard,Credit,5616********2646,2026-07-01,903,Yes,3,"10,000",2013-06-18,2021,Yes
C02016,2479,Mastercard,Credit,5932********6962,2027-05-01,496,Yes,3,"15,000",2010-07-02,2020,No
C07131,1011,Visa,Credit,4232********5370,2028-10-01,442,Yes,1,"5,000",2013-10-20,2022,No
C06828,2813,Mastercard,Credit,5358********6062,2029-08-01,171,Yes,1,"5,000",2010-05-12,2019,No
C09759,1022,Mastercard,Credit,5970********5124,2027-07-01,384,Yes,4,"25,000",2020-05-26,2019,No
C08814,1845,Mastercard,Credit,5310********4061,2029-01-01,624,Yes,1,"5,000",2015-07-28,2021,No
C04794,741,American Express,Credit,4004********1041,2028-06-01,559,Yes,1,"20,000",2014-02-01,2020,No
C11652,1425,Visa,Debit,5582********4460,2030-08-01,283,Yes,3,"5,000",2013-03-25,2023,No
C01077,1764,Mastercard,Credit,5498********4167,2027-04-01,212,Yes,4,"5,000",2012-03-08,2021,No
C06617,2136,Visa,Credit,4286********1311,2029-02-01,471,Yes,4,"15,000",2010-07-18,2020,No
C09831,638,Visa,Credit,5560********9669,2029-10-01,914,Yes,3,"20,000",2013-12-05,2019,No
C04297,1914,Mastercard,Debit,4339********7144,2026-03-01,753,Yes,3,"20,000",2012-10-09,2019,No
C02296,629,Visa,Credit,5377********9356,2028-09-01,813,Yes,3,"15,000",2013-02-15,2018,No
C09650,2109,American Express,Credit,5082********9059,2029-01-01,117,Yes,2,"5,000",2021-06-05,2021,No
C06917,2534,Mastercard,Credit,4522********9571,2028-09-01,696,Yes,3,"25,000",2010-05-27,2022,No
C00913,2177,Visa,Credit,4100********4742,2025-07-01,634,No,1,"20,000",2018-07-28,2019,No
C03718,979,Mastercard,Credit,5966********6264,2029-10-01,933,Yes,1,"5,000",2013-11-02,2021,No
C10693,751,Visa,Credit,5504********1500,2029-01-01,377,Yes,4,"25,000",2013-09-05,2019,No
C07773,96,Visa,Credit,4009********3011,2029-04-01,468,No,1,"15,000",2023-12-08,2022,No
C09722,1467,American Express,Credit,5822********6681,2028-08-01,345,Yes,4,"10,000",2022-02-17,2019,No
C02429,1348,Mastercard,Credit,5825********9433,2028-06-01,867,Yes,3,"10,000",2015-08-22,2022,No
C10076,1556,Mastercard,Credit,4111********9686,2028-05-01,530,Yes,1,"20,000",2010-06-02,2022,No
C03005,1715,Mastercard,Debit,5526********5548,2027-08-01,636,Yes,4,"10,000",2019-03-05,2023,No
C09073,282,Visa,Credit,4746********7732,2028-04-01,110,Yes,4,"5,000",2016-07-21,2019,No
C07349,2680,Mastercard,Credit,4284********2237,2029-06-01,513,Yes,2,"10,000",2021-05-19,2018,No
C00317,600,Mastercard,Credit,5408********4052,2026-03-01,829,Yes,1,"5,000",2013-03-12,2022,No
C04755,155,American Express,Credit,5951********3079,2028-02-01,567,Yes,3,"10,000",2017-10-11,2023,No
C11182,487,Mastercard,Debit,4950********9245,2027-02-01,631,No,4,"5,000",2015-06-24,2022,No
C00672,2131,Mastercard,Credit,4751********2614,2025-05-01,343,No,3,"5,000",2023-02-12,2020,No
C07004,494,Mastercard,Credit,5300********2650,2025-03-01,618,Yes,4,"10,000",2021-01-15,2020,No
C11574,765,Mastercard,Debit,4702********8900,2029-11-01,571,Yes,4,"25,000",2015-09-18,2023,No
C08003,1803,Visa,Credit,5441********6904,2026-07-01,915,Yes,2,"5,000",2021-09-07,2022,No
C07746,2246,Visa,Credit,5943********3003,2025-11-01,169,No,1,"5,000",2016-08-16,2022,No
C04626,187,Mastercard,Credit,5394********8836,2026-03-01,839,Yes,3,"5,000",2013-05-20,2023,No
C00753,1779,Mastercard,Credit,4001********6368,2027-04-01,195,Yes,3,"5,000",2018-04-14,2018,No
C09824,92,Visa,Debit,4660********2602,2028-12-01,889,Yes,4,"10,000",2022-08-11,2020,No
C06062,2107,Mastercard,Credit,4873********6297,2025-07-01,378,Yes,2,"25,000",2013-06-17,2018,No
C08752,473,Visa,Debit,5439********1022,2025-08-01,157,Yes,4,"15,000",2012-02-06,2021,No
C02270,1752,American Express,Debit,5034********2949,2030-11-01,192,Yes,4,"15,000",2020-07-09,2023,Yes
C04838,679,Mastercard,Credit,4718********5579,2029-03-01,782,Yes,1,"5,000",2012-12-23,2022,No
C01691,1653,Mastercard,Credit,5511********6254,2029-07-01,640,Yes,2,"15,000",2017-10-28,2022,No
C03646,1165,Mastercard,Debit,5469********2374,2027-06-01,426,Yes,1,"15,000",2020-11-13,2021,No
C10621,2268,Visa,Credit,4527********5975,2025-12-01,874,Yes,4,"5,000",2021-04-06,2023,No
C00358,1056,Visa,Credit,4532********4845,2027-05-01,216,Yes,2,"20,000",2010-06-19,2018,No
C01358,911,Visa,Credit,5027********4404,2027-07-01,664,Yes,1,"10,000",2020-01-07,2022,No
C00833,2603,Visa,Credit,4376********9484,2025-08-01,855,Yes,1,"15,000",2016-11-06,2023,No
C07476,555,American Express,Credit,4901********6249,2028-04-01,450,Yes,4,"20,000",2017-07-22,2022,No
C00001,2027,Mastercard,Credit,4642********1825,2028-03-01,764,Yes,3,"5,000",2010-09-12,2023,No
C07090,2518,Mastercard,Credit,4610********7062,2026-04-01,868,Yes,4,"10,000",2020-03-04,2019,No
C02600,1492,Visa,Debit,5937********7748,2028-04-01,583,Yes,1,"20,000",2016-06-17,2019,No
C00584,1230,Mastercard,Credit,4969********1408,2025-08-01,165,Yes,4,"20,000",2016-07-01,2022,No
C08337,2543,Mastercard,Credit,5160********2433,2029-09-01,874,Yes,1,"15,000",2019-07-13,2018,No
C11265,1266,American Express,Credit,4303********8248,2029-06-01,180,Yes,1,"5,000",2013-01-25,2018,No
C06635,1675,Visa,Debit,5602********7702,2029-11-01,650,Yes,1,"5,000",2012-09-23,2023,No
C06636,1698,Visa,Credit,5322********5360,2030-02-01,855,Yes,1,"5,000",2011-04-09,2023,No
C02765,1619,Mastercard,Debit,5803********1340,2025-01-01,970,Yes,4,"20,000",2019-10-08,2018,No
C00926,1005,Mastercard,Credit,5600********1556,2030-11-01,692,Yes,2,"5,000",2020-02-12,2018,No
C07885,1007,American Express,Credit,4979********3386,2028-10-01,174,Yes,4,"20,000",2020-08-10,2023,No
C04931,1267,American Express,Credit,5856********7547,2029-08-01,686,Yes,3,"5,000",2021-11-15,2021,No
C11767,557,Visa,Credit,4294********6110,2030-02-01,588,Yes,1,"25,000",2010-11-19,2018,No
C03875,503,Visa,Credit,4835********8610,2027-05-01,185,Yes,3,"15,000",2012-04-28,2023,No
C02872,1853,American Express,Debit,4492********5615,2025-02-01,839,Yes,2,"5,000",2020-08-08,2019,No
C10622,1253,Visa,Credit,5629********3890,2025-04-01,833,Yes,2,"5,000",2018-04-01,2022,No
C05006,790,Mastercard,Credit,4691********2122,2025-07-01,220,Yes,3,"15,000",2020-08-18,2022,No
C11496,878,Visa,Credit,5914********5636,2029-07-01,566,Yes,3,"10,000",2019-07-17,2020,No
C09773,2859,Mastercard,Debit,5317********7675,2026-09-01,260,Yes,2,"15,000",2016-05-18,2020,No
C08481,2800,Mastercard,Credit,4884********6414,2026-08-01,827,Yes,3,"5,000",2018-12-21,2023,Yes
C09112,1226,American Express,Credit,5952********3271,2028-03-01,155,Yes,3,"20,000",2012-08-19,2020,No
C05829,2015,Mastercard,Credit,4042********9022,2026-10-01,796,Yes,4,"20,000",2021-03-06,2018,No
C00953,594,Visa,Credit,4611********3811,2029-11-01,933,Yes,1,"5,000",2014-07-24,2019,Yes
C09055,1981,Mastercard,Credit,4863********1221,2027-06-01,605,Yes,4,"15,000",2019-12-16,2018,No
C11997,2235,Visa,Credit,4928********4691,2027-02-01,761,Yes,4,"15,000",2010-04-04,2020,No
C04068,2466,Mastercard,Debit,5507********3650,2030-04-01,821,Yes,3,"25,000",2011-08-19,2018,No
C00823,1552,Visa,Credit,5761********2224,2030-08-01,561,Yes,2,"10,000",2016-07-14,2018,No
C09054,1421,Visa,Credit,4858********8573,2026-02-01,998,Yes,3,"15,000",2010-08-03,2018,No
C02198,376,Visa,Debit,4563********7385,2029-04-01,444,Yes,4,"20,000",2012-08-13,2023,Yes
C07893,2399,Mastercard,Credit,5795********7644,2028-06-01,849,Yes,4,"5,000",2019-08-16,2020,No
C08809,1587,Mastercard,Credit,5146********1675,2025-04-01,581,Yes,3,"20,000",2014-11-04,2019,No
C02444,941,American Express,Credit,5652********3928,2027-10-01,847,Yes,3,"15,000",2022-07-08,2023,No
C08673,2328,Visa,Credit,5178********5176,2026-08-01,594,Yes,1,"5,000",2011-11-06,2021,No
C05648,1660,Visa,Credit,4542********3629,2028-12-01,768,Yes,4,"15,000",2014-08-04,2019,Yes
C00168,74,Mastercard,Credit,5610********5745,2028-01-01,501,Yes,1,"5,000",2019-06-18,2022,No
C05293,668,American Express,Credit,5691********4110,2029-08-01,887,Yes,2,"5,000",2017-06-10,2018,No
C10816,2882,Visa,Credit,5495********8849,2027-01-01,891,No,2,"5,000",2018-06-04,2023,No
C07859,2707,American Express,Credit,5913********2399,2025-02-01,592,Yes,4,"10,000",2014-10-20,2023,No
C02285,2097,Mastercard,Credit,4703********7537,2027-10-01,865,Yes,1,"15,000",2013-12-25,2022,No
C09226,2907,American Express,Credit,5361********6683,2029-03-01,287,Yes,4,"5,000",2019-06-28,2021,No
C05334,1508,Mastercard,Credit,5368********2353,2029-05-01,515,Yes,3,"25,000",2017-10-17,2022,No
C11385,2496,Mastercard,Debit,4095********3677,2027-11-01,185,Yes,2,"10,000",2017-10-08,2021,No
C03015,555,Visa,Credit,5440********7439,2028-01-01,854,Yes,2,"10,000",2018-07-22,2019,No
C11437,2308,Mastercard,Debit,4926********2605,2025-04-01,433,Yes,2,"20,000",2018-05-04,2021,No
C02901,1216,Mastercard,Debit,4968********8480,2029-05-01,452,Yes,3,"20,000",2010-06-06,2021,Yes
C07398,939,Mastercard,Debit,4708********8218,2026-02-01,764,Yes,3,"20,000",2022-10-22,2019,No
C05078,2376,Mastercard,Debit,4871********5407,2029-01-01,666,Yes,2,"10,000",2013-07-23,2023,No
C01609,2653,Visa,Debit,5794********6685,2025-03-01,789,Yes,4,"5,000",2021-06-26,2023,No
C03796,2425,American Express,Debit,5365********1347,2025-03-01,580,Yes,1,"15,000",2018-11-17,2023,No
C00013,1192,Mastercard,Debit,5020********1093,2026-10-01,286,Yes,1,"5,000",2013-11-26,2023,No
C06208,1228,Visa,Debit,5995********5175,2027-12-01,112,No,4,"15,000",2019-07-17,2019,No
C03699,675,Mastercard,Credit,4401********7709,2028-10-01,551,Yes,4,"10,000",2010-01-02,2019,No
C10910,1255,American Express,Debit,5266********1867,2028-01-01,391,Yes,1,"15,000",2012-07-23,2022,No
C00566,1519,Visa,Credit,5134********3473,2026-08-01,944,Yes,4,"5,000",2017-10-14,2018,No
C02873,1964,Mastercard,Debit,4480********7904,2030-11-01,416,No,4,"15,000",2020-09-04,2019,No
C06674,1472,Visa,Debit,5370********5866,2030-07-01,845,Yes,4,"20,000",2013-05-19,2023,No
C05657,2154,Visa,Debit,4128********4450,2028-12-01,311,Yes,1,"15,000",2016-06-11,2021,No
C04789,2384,Mastercard,Credit,5658********8683,2026-07-01,994,Yes,2,"15,000",2017-06-08,2018,No
C11787,2078,Visa,Credit,4357********3060,2029-03-01,146,Yes,2,"20,000",2010-08-07,2021,No
C01626,593,American Express,Credit,4883********4214,2025-01-01,872,Yes,2,"15,000",2018-03-03,2023,No
C02135,527,Visa,Credit,5905********8992,2027-12-01,216,No,2,"20,000",2021-03-13,2020,No
C07665,598,Visa,Debit,5099********6757,2029-09-01,237,Yes,4,"5,000",2012-09-16,2022,No
C03498,813,Mastercard,Credit,4880********7686,2029-10-01,570,Yes,2,"10,000",2017-09-27,2023,No
C01080,1918,Visa,Debit,4214********8900,2026-05-01,708,Yes,1,"25,000",2016-12-28,2018,No
